Kessig Wolf Run|G,R|
Kestia, the Cultivator|G,U,W|{1}{G}{W}{U}
Kethis, the Hidden Hand|B,G,W|{W}{B}{G}
Ketria Crystal|G,R,U|{3}
Ketria Triome|G,R,U|
Key to the City||{2}
Keymaster Rogue|U|{3}{U}
Kezzerdrix|B|{2}{B}{B}
Khabál Ghoul|B|{2}{B}
Khalni Ambush // Khalni Territory|G|{2}{G}
Khalni Garden|G|
Khalni Gem||{4}
Khalni Heart Expedition|G|{1}{G}
Khalni Hydra|G|{G}{G}{G}{G}{G}{G}{G}{G}
Kharasha Foothills||
Kharis & The Beholder|G,W|{1}{G}{G}{W}{W}
Khenra Charioteer|G,R|{1}{R}{G}
Khenra Eternal|B|{1}{B}
Khenra Scrapper|R|{2}{R}
Kher Keep|R|
Kheru Bloodsucker|B|{2}{B}
Kheru Dreadmaw|B,G|{4}{B}
Kheru Lich Lord|B,G,U|{3}{B}{G}{U}
Kheru Mind-Eater|B|{2}{B}
Kheru Spellsnatcher|U|{3}{U}
Khod, Etlan Shiis Envoy|U|{2}{U}
Khorvath Brightflame|R|{5}{R}
Khorvath's Fury|R|{4}{R}
Kiki-Jiki, Mirror Breaker|R|{2}{R}{R}{R}
Kiku's Shadow|B|{B}{B}
Kiku, Night's Flower|B|{B}{B}
Kill Shot|W|{2}{W}
Kill Switch||{3}
Kill! Destroy!|B|{1}{B}{B}
Kill-Suit Cultist|B,R|{R}
Killer Bees|G|{1}{G}{G}
Killer Instinct|G,R|{4}{R}{G}
Killer Whale|U|{3}{U}{U}
Killing Glare|B|{X}{B}
Killing Wave|B|{X}{B}
Kiln Fiend|R|{1}{R}
Kiln Walker||{3}
Kilnmouth Dragon|R|{5}{R}{R}
Kilnspire District|R|
Kin-Tree Invocation|B,G|{B}{G}
Kin-Tree Warden|G|{G}
Kindercatch|G|{3}{G}{G}{G}
Kindle|R|{1}{R}
Kindle the Carnage|R|{1}{R}{R}
Kindled Fury|R|{R}
Kindly Cognician|U|{1}{U}
Kindly Stranger // Demon-Possessed Witch|B|{2}{B}
Kindred Boon|W|{2}{W}{W}
Kindred Charge|R|{4}{R}{R}
Kindred Discovery|U|{3}{U}{U}
Kindred Dominance|B|{5}{B}{B}
Kindred Summons|G|{5}{G}{G}
Kindslaver||{5}
Kinetic Augur|R|{3}{R}
King Cheetah|G|{3}{G}
King Crab|U|{4}{U}{U}
King Macar, the Gold-Cursed|B|{2}{B}{B}
King Suleiman|W|{1}{W}
King of the Pride|W|{2}{W}
King's Assassin|B|{1}{B}{B}
Kingfisher|U|{3}{U}
Kingpin's Pet|B,W|{1}{W}{B}
Kinjalli's Caller|W|{W}
Kinjalli's Sunwing|W|{2}{W}
Kinnan, Bonder Prodigy|G,U|{G}{U}
Kinsbaile Balloonist|W|{3}{W}
Kinsbaile Borderguard|W|{1}{W}{W}
Kinsbaile Cavalier|W|{3}{W}
Kinsbaile Courier|W|{2}{W}
Kinsbaile Skirmisher|W|{1}{W}
Kinscaer Harpoonist|U|{3}{U}
Kiora Bests the Sea God|U|{5}{U}{U}
Kiora's Dambreaker|U|{5}{U}
Kiora's Dismissal|U|{U}
Kiora's Follower|G,U|{G}{U}
Kiora, Behemoth Beckoner|G,U|{2}{G/U}
Kiora, Master of the Depths|G,U|{2}{G}{U}
Kiora, the Crashing Wave|G,U|{2}{G}{U}
Kira, Great Glass-Spinner|U|{1}{U}{U}
Kird Ape|R|{R}
Kird Chieftain|G,R|{3}{R}
Kiri-Onna|U|{4}{U}
Kirtar's Desire|W|{W}
Kirtar's Wrath|W|{4}{W}{W}
Kismet|W|{3}{W}
Kiss of Death|B|{4}{B}{B}
Kiss of the Amesha|U,W|{4}{W}{U}
Kitchen Finks|G,W|{1}{G/W}{G/W}
Kite Shield||{0}
Kitesail||{2}
Kitesail Apprentice|W|{W}
Kitesail Cleric|W|{W}
Kitesail Corsair|U|{1}{U}
Kitesail Freebooter|B|{1}{B}
Kitesail Scout|W|{W}
Kitesail Skirmisher|U|{3}{U}
Kithkin Armor|W|{W}
Kithkin Daggerdare|G|{1}{G}
Kithkin Greatheart|W|{1}{W}
Kithkin Harbinger|W|{2}{W}
Kithkin Healer|W|{2}{W}
Kithkin Mourncaller|G|{2}{G}
Kithkin Rabble|W|{3}{W}
Kithkin Shielddare|W|{1}{W}
Kithkin Spellduster|W|{4}{W}
Kithkin Zealot|W|{1}{W}
Kithkin Zephyrnaut|W|{2}{W}
Kitsune Blademaster|W|{2}{W}
Kitsune Bonesetter|W|{2}{W}
Kitsune Dawnblade|W|{4}{W}
Kitsune Diviner|W|{W}
Kitsune Healer|W|{3}{W}
Kitsune Loreweaver|W|{1}{W}
Kitsune Mystic // Autumn-Tail, Kitsune Sage|W|{3}{W}
Kitsune Palliator|W|{2}{W}
Kitsune Riftwalker|W|{1}{W}{W}
Kiyomaro, First to Stand|W|{3}{W}{W}
Kjeldoran Dead|B|{B}
Kjeldoran Elite Guard|W|{3}{W}
Kjeldoran Escort|W|{2}{W}{W}
Kjeldoran Frostbeast|G,W|{3}{G}{W}
Kjeldoran Gargoyle|W|{5}{W}
Kjeldoran Guard|W|{1}{W}
Kjeldoran Home Guard|W|{3}{W}
Kjeldoran Javelineer|W|{W}
Kjeldoran Knight|W|{W}{W}
Kjeldoran Outpost|W|
Kjeldoran Outrider|W|{1}{W}
Kjeldoran Phalanx|W|{5}{W}
Kjeldoran Pride|U,W|{1}{W}
Kjeldoran Royal Guard|W|{3}{W}{W}
Kjeldoran Skycaptain|W|{4}{W}
Kjeldoran Skyknight|W|{2}{W}
Kjeldoran War Cry|W|{1}{W}
Kjeldoran Warrior|W|{W}
Klothys's Design|G|{5}{G}
Klothys, God of Destiny|G,R|{1}{R}{G}
Knacksaw Clique|U|{3}{U}
Knight Errant|W|{1}{W}
Knight Exemplar|W|{1}{W}{W}
Knight Watch|W|{4}{W}
Knight of Autumn|G,W|{1}{G}{W}
Knight of Cliffhaven|W|{1}{W}
Knight of Dawn|W|{1}{W}{W}
Knight of Dusk|B|{1}{B}{B}
Knight of Glory|W|{1}{W}
Knight of Grace|W|{1}{W}
Knight of Infamy|B|{1}{B}
Knight of Malice|B|{1}{B}
Knight of Meadowgrain|W|{W}{W}
Knight of New Alara|G,W|{2}{G}{W}
Knight of New Benalia|W|{1}{W}
Knight of Obligation|W|{3}{W}
Knight of Old Benalia|W|{3}{W}{W}
Knight of Sorrows|W|{4}{W}
Knight of Stromgald|B|{B}{B}
Knight of Sursi|W|{3}{W}
Knight of Valor|W|{2}{W}
Knight of the Ebon Legion|B|{B}
Knight of the Hokey Pokey|W|{W}{W}
Knight of the Holy Nimbus|W|{W}{W}
Knight of the Keep|W|{2}{W}
Knight of the Kitchen Sink|W|{W}{W}
Knight of the Last Breath|B,W|{5}{W}{B}
Knight of the Mists|U|{2}{U}
Knight of the Pilgrim's Road|W|{2}{W}
Knight of the Reliquary|G,W|{1}{G}{W}
Knight of the Skyward Eye|G,W|{1}{W}
Knight of the Stampede|G|{3}{G}
Knight of the Tusk|W|{4}{W}{W}
Knight of the White Orchid|W|{W}{W}
Knight of the Widget|W|{2}{W}
Knight's Pledge|W|{1}{W}
Knight-Captain of Eos|W|{4}{W}
Knighthood|W|{2}{W}
Knightly Valor|W|{4}{W}
Knights of Thorn|W|{3}{W}
Knights of the Black Rose|B,W|{3}{W}{B}
Knights' Charge|B,W|{1}{W}{B}
Knollspine Dragon|R|{5}{R}{R}
Knollspine Invocation|R|{1}{R}{R}
Knotvine Mystic|G,R,W|{R}{G}{W}
Knotvine Paladin|G,W|{G}{W}
Know Evil||
Know Naught but Fire||
Knowledge Exploitation|U|{5}{U}{U}
Knowledge Pool||{6}
Knowledge Vault||{4}
Knowledge and Power|R|{4}{R}
Knucklebone Witch|B|{B}
Kobold Drill Sergeant|R|{1}{R}
Kobold Overlord|R|{1}{R}
Kobold Taskmaster|R|{1}{R}
Kobolds of Kher Keep|R|{0}
Kodama of the Center Tree|G|{4}{G}
Kodama of the East Tree|G|{4}{G}{G}
Kodama of the North Tree|G|{2}{G}{G}{G}
Kodama of the South Tree|G|{2}{G}{G}
Kodama's Might|G|{G}
Kodama's Reach|G|{2}{G}
Kogla, the Titan Ape|G|{3}{G}{G}{G}
Kokusho, the Evening Star|B|{4}{B}{B}
Kolaghan Aspirant|R|{1}{R}
Kolaghan Forerunners|R|{2}{R}
Kolaghan Monument|B,R|{3}
Kolaghan Skirmisher|B|{1}{B}
Kolaghan Stormsinger|R|{R}
Kolaghan's Command|B,R|{1}{B}{R}
Kolaghan, the Storm's Fury|B,R|{3}{B}{R}
Koll, the Forgemaster|R,W|{R}{W}
Kolvori, God of Kinship // The Ringheart Crest|G|{2}{G}{G}
Koma's Faithful|B|{2}{B}
Koma, Cosmos Serpent|G,U|{3}{G}{G}{U}{U}
Konda's Banner||{2}
Konda's Hatamoto|W|{1}{W}
Konda, Lord of Eiganjo|W|{5}{W}{W}
Kongming's Contraptions|W|{3}{W}
Kongming, "Sleeping Dragon"|W|{2}{W}{W}
Kookus|R|{3}{R}{R}
Kopala, Warden of Waves|U|{1}{U}{U}
Kor Aeronaut|W|{W}{W}
Kor Blademaster|W|{1}{W}
Kor Bladewhirl|W|{1}{W}
Kor Cartographer|W|{3}{W}
Kor Castigator|W|{1}{W}
Kor Celebrant|W|{2}{W}
Kor Chant|W|{2}{W}
Kor Dirge|B|{2}{B}
Kor Duelist|W|{W}
Kor Entanglers|W|{4}{W}
Kor Firewalker|W|{W}{W}
Kor Haven|W|
Kor Hookmaster|W|{2}{W}
Kor Line-Slinger|W|{1}{W}
Kor Outfitter|W|{W}{W}
Kor Sanctifiers|W|{2}{W}
Kor Scythemaster|W|{2}{W}
Kor Sky Climber|W|{2}{W}
Kor Skyfisher|W|{1}{W}
Kor Spiritdancer|W|{1}{W}
Korlash, Heir to Blackblade|B|{2}{B}{B}
Kormus Bell||{4}
Korozda Gorgon|B,G|{3}{B}{G}
Korozda Guildmage|B,G|{B}{G}
Korozda Monitor|G|{2}{G}{G}
Korvold, Fae-Cursed King|B,G,R|{2}{B}{R}{G}
Koskun Falls|B|{2}{B}{B}
Koskun Keep|B,G,R|
Koth of the Hammer|R|{2}{R}{R}
Koth's Courier|R|{1}{R}{R}
Kothophed, Soul Hoarder|B|{4}{B}{B}
Kozilek's Channeler||{5}
Kozilek's Pathfinder||{6}
Kozilek's Predator|G|{3}{G}
Kozilek's Return|R|{2}{R}
Kozilek's Sentinel|R|{1}{R}
Kozilek's Shrieker|B|{2}{B}
Kozilek's Translator|B|{4}{B}
Kozilek, Butcher of Truth||{10}
Kozilek, the Great Distortion||{8}{C}{C}
Kragma Butcher|R|{2}{R}
Kragma Warcaller|B,R|{3}{B}{R}
Kraken Hatchling|U|{U}
Kraken of the Straits|U|{5}{U}{U}
Kraken's Eye||{2}
Krakilin|G|{X}{G}{G}
Kranioceros|R,W|{4}{R}
Krark's Other Thumb||{2}
Krark's Thumb||{2}
Krark, the Thumbless|R|{1}{R}
Krark-Clan Engineers|R|{3}{R}
Krark-Clan Grunt|R|{2}{R}
Krark-Clan Ironworks||{4}
Krark-Clan Ogre|R|{3}{R}{R}
Krark-Clan Shaman|R|{R}
Krark-Clan Stoker|R|{2}{R}
Krasis Incubation|G,U|{2}{G}{U}
Kraul Foragers|G|{4}{G}
Kraul Harpooner|G|{1}{G}
Kraul Raider|B|{2}{B}
Kraul Stinger|G|{2}{G}
Kraul Swarm|B|{4}{B}
Kraul Warrior|G|{1}{G}
Kraum, Ludevic's Opus|R,U|{3}{U}{R}
Krav, the Unredeemed|B|{4}{B}
Krazy Kow|R|{3}{R}
Krenko's Command|R|{1}{R}
Krenko's Enforcer|R|{1}{R}{R}
Krenko, Mob Boss|R|{2}{R}{R}
Krenko, Tin Street Kingpin|R|{2}{R}
Kresh the Bloodbraided|B,G,R|{2}{B}{R}{G}
Kresh the Bloodbraided Avatar||
Kris Mage|R|{R}
Kronch Wrangler|G|{1}{G}
Krond the Dawn-Clad|G,W|{G}{G}{G}{W}{W}{W}
Krosa|B,G,R,U,W|
Krosan Adaptation|G|{G}
Krosan Archer|G|{3}{G}
Krosan Avenger|G|{2}{G}
Krosan Beast|G|{3}{G}
Krosan Cloudscraper|G|{7}{G}{G}{G}
Krosan Colossus|G|{6}{G}{G}{G}
Krosan Constrictor|G|{3}{G}
Krosan Drover|G|{3}{G}
Krosan Druid|G|{2}{G}
Krosan Grip|G|{2}{G}
Krosan Groundshaker|G|{4}{G}{G}{G}
Krosan Reclamation|G|{1}{G}
Krosan Restorer|G|{2}{G}
Krosan Tusker|G|{5}{G}{G}
Krosan Verge||
Krosan Vorine|G|{3}{G}
Krosan Warchief|G|{2}{G}
Krosan Wayfarer|G|{G}
Krovikan Elementalist|B,R,U|{B}{B}
Krovikan Fetish|B|{2}{B}
Krovikan Horror|B|{3}{B}
Krovikan Mist|U|{1}{U}
Krovikan Plague|B|{2}{B}
Krovikan Rot|B|{2}{B}
Krovikan Scoundrel|B|{1}{B}
Krovikan Sorcerer|U|{2}{U}
Krovikan Vampire|B|{3}{B}{B}
Krovikan Whispers|B,U|{3}{U}
Kroxa, Titan of Death's Hunger|B,R|{B}{R}
Kruin Outlaw // Terror of Kruin Pass|R|{1}{R}{R}
Kruin Striker|R|{1}{R}
Krumar Bond-Kin|B|{3}{B}{B}
Kruphix's Insight|G|{2}{G}
Kruphix, God of Horizons|G,U|{3}{G}{U}
Kry Shield||{2}
Kudzu|G|{1}{G}{G}
Kujar Seedsculptor|G|{1}{G}
Kukemssa Pirates|U|{3}{U}
Kukemssa Serpent|U|{3}{U}
Kuldotha Flamefiend|R|{4}{R}{R}
Kuldotha Forgemaster||{5}
Kuldotha Phoenix|R|{2}{R}{R}{R}
Kuldotha Rebirth|R|{R}
Kuldotha Ringleader|R|{4}{R}
Kulrath Knight|B,R|{3}{B/R}{B/R}
Kumano's Blessing|R|{2}{R}
Kumano's Pupils|R|{4}{R}
Kumano, Master Yamabushi|R|{3}{R}{R}
Kumena's Awakening|U|{2}{U}{U}
Kumena's Speaker|G|{G}
Kumena, Tyrant of Orazca|G,U|{1}{G}{U}
Kunoros, Hound of Athreos|B,W|{1}{W}{B}
Kuon, Ogre Ascendant // Kuon's Essence|B|{B}{B}{B}
Kurgadon|G|{4}{G}
Kurkesh, Onakke Ancient|R|{2}{R}{R}
Kuro's Taken|B|{1}{B}
Kuro, Pitlord|B|{6}{B}{B}{B}
Kusari-Gama||{3}
Kwain, Itinerant Meddler|U,W|{W}{U}
Kwende, Pride of Femeref|W|{3}{W}
Kydele, Chosen of Kruphix|G,U|{2}{G}{U}
Kykar, Wind's Fury|R,U,W|{1}{U}{R}{W}
Kynaios and Tiro of Meletis|G,R,U,W|{R}{G}{W}{U}
Kyoki, Sanity's Eclipse|B|{4}{B}{B}
Kyren Archive||{3}
Kyren Glider|R|{1}{R}
Kyren Legate|R|{1}{R}
Kyren Negotiations|R|{2}{R}{R}
Kyren Sniper|R|{2}{R}
Kyren Toy||{3}
Kyscu Drake|G|{3}{G}
Kytheon's Irregulars|W|{2}{W}{W}
Kytheon's Tactics|W|{1}{W}{W}
Kytheon, Hero of Akros // Gideon, Battle-Forged|W|{W}
Lab Rats|B|{B}
Laboratory Brute|U|{3}{U}
Laboratory Drudge|U|{3}{U}
Laboratory Maniac|U|{2}{U}
Labro Bot||{5}
Labyrinth Champion|R|{3}{R}
Labyrinth Guardian|U|{1}{U}
Labyrinth Minotaur|U|{3}{U}
Labyrinth Raptor|B,R|{B}{R}
Labyrinth of Skophos||
Laccolith Grunt|R|{2}{R}
Laccolith Rig|R|{R}
Laccolith Titan|R|{5}{R}{R}
Laccolith Warrior|R|{2}{R}{R}
Laccolith Whelp|R|{R}
Lace with Moonglove|G|{2}{G}
Lackey Recycler||
Ladies' Knight|W|{3}{W}
Lady Caleria|G,W|{3}{G}{G}{W}{W}
Lady Evangela|B,U,W|{W}{U}{B}
Lady Orca|B,R|{5}{B}{R}
Lady Sun|U|{1}{U}{U}
Lady Zhurong, Warrior Queen|G|{4}{G}
Lagac Lizard|R|{3}{R}
Lagonna-Band Elder|W|{2}{W}
Lagonna-Band Storyteller|W|{3}{W}
Lagonna-Band Trailblazer|W|{W}
Lair Delve|G|{2}{G}
Lair of the Ashen Idol||
Lairwatch Giant|W|{5}{W}
Lake of the Dead|B|
Lambholt Elder // Silverpelt Werewolf|G|{2}{G}
Lambholt Pacifist // Lambholt Butcher|G|{1}{G}
Lammastide Weave|G|{1}{G}
Lampad of Death's Vigil|B|{1}{B}
Lamplighter of Selhoff|U|{4}{U}
Lance|W|{W}
Lancer Sliver|W|{2}{W}
Lancers en-Kor|W|{3}{W}{W}
Land Aid '04|G|{G}{G}
Land Cap|U,W|
Land Equilibrium|U|{2}{U}{U}
Land Grant|G|{1}{G}
Land Leeches|G|{1}{G}{G}
Land Tax|W|{W}
Land's Edge|R|{1}{R}{R}
Landbind Ritual|W|{3}{W}{W}
Landfill|R|{4}{R}
Landslide|R|{R}
Languish|B|{2}{B}{B}
Lantern Kami|W|{W}
Lantern Scout|W|{2}{W}
Lantern Spirit|U|{2}{U}
Lantern of Insight||{1}
Lantern of Undersight||{1}
Lantern-Lit Graveyard|B,R|
Lapis Lazuli Talisman||{2}
Lapse of Certainty|W|{2}{W}
Laquatus's Champion|B|{4}{B}{B}
Laquatus's Creativity|U|{4}{U}
Laquatus's Disdain|U|{1}{U}
Larceny|B|{3}{B}{B}
Largepox|B|{B}{B}{B}{B}
Larger Than Life|G|{1}{G}
Lash Out|R|{1}{R}
Lash of Thorns|B|{B}
Lash of the Tyrant||
Lash of the Whip|B|{4}{B}
Lashknife|W|{1}{W}
Lashknife Barrier|W|{2}{W}
Lashweed Lurker|G,U|{8}
Lashwrithe|B|{4}
Last Breath|W|{1}{W}
Last Caress|B|{2}{B}
Last Chance|R|{R}{R}
Last Gasp|B|{1}{B}
Last Kiss|B|{2}{B}
Last Laugh|B|{2}{B}{B}
Last One Standing|B,R|{1}{B}{R}
Last Rites|B|{2}{B}
Last Stand|B,G,R,U,W|{W}{U}{B}{R}{G}
Last Thoughts|U|{3}{U}
Last Word|U|{2}{U}{U}
Last-Ditch Effort|R|{R}
Lat-Nam's Legacy|U|{1}{U}
Latch Seeker|U|{1}{U}{U}
Latchkey Faerie|U|{3}{U}
Lathiel, the Bounteous Dawn|G,W|{2}{G}{W}
Lathliss, Dragon Queen|R|{4}{R}{R}
Lathnu Hellion|R|{2}{R}
Lathnu Sailback|R|{4}{R}
Lathril, Blade of the Elves|B,G|{2}{B}{G}
Latulla's Orders|R|{1}{R}
Latulla, Keldon Overseer|R|{3}{R}{R}
Laughing Hyena|G|{1}{G}
Launch|U|{1}{U}
Launch Party|B|{3}{B}
Launch the Fleet|W|{W}
Lava Axe|R|{4}{R}
Lava Blister|R|{1}{R}
Lava Burst|R|{X}{R}
Lava Coil|R|{1}{R}
Lava Dart|R|{R}
Lava Flow|R|{3}{R}{R}
Lava Hounds|R|{2}{R}{R}
Lava Runner|R|{1}{R}{R}
Lava Serpent|R|{5}{R}
Lava Spike|R|{R}
Lava Storm|R|{3}{R}{R}
Lava Tubes|B,R|
Lava Zombie|B,R|{1}{B}{R}
Lava-Field Overlord|R|{7}{R}{R}
Lavaball Trap|R|{6}{R}{R}
Lavabelly Sliver|R,W|{1}{R}{W}
Lavaborn Muse|R|{3}{R}
Lavabrink Floodgates|R|{3}{R}
Lavabrink Venturer|W|{2}{W}
Lavaclaw Reaches|B,R|
Lavacore Elemental|R|{2}{R}
Lavafume Invoker|R|{2}{R}
Lavakin Brawler|R|{3}{R}
Lavalanche|B,G,R|{X}{B}{R}{G}
Lavamancer's Skill|R|{1}{R}
Lavastep Raider|R|{R}
Lavinia of the Tenth|U,W|{3}{W}{U}
Lavinia, Azorius Renegade|U,W|{W}{U}
Law-Rune Enforcer|W|{W}
Lawbringer|W|{2}{W}
Lawless Broker|B|{2}{B}
Lawmage's Binding|U,W|{1}{W}{U}
Lay Bare|U|{2}{U}{U}
Lay Bare the Heart|B|{1}{B}
Lay Claim|U|{5}{U}{U}
Lay Waste|R|{3}{R}
Lay of the Land|G|{G}
Lazav, Dimir Mastermind|B,U|{U}{U}{B}{B}
Lazav, the Multifarious|B,U|{U}{B}
Lazier Goblin|R|{R}
Lazotep Behemoth|B|{4}{B}
Lazotep Plating|U|{1}{U}
Lazotep Reaver|B|{1}{B}
Lead Astray|W|{1}{W}
Lead Golem||{5}
Lead by Example|G|{1}{G}
Lead the Stampede|G|{2}{G}
Lead-Belly Chimera||{4}
Leaden Fists|U|{2}{U}
Leaden Myr|B|{2}
Leadership Vacuum|U|{2}{U}
Leaf Arrow|G|{G}
Leaf Dancer|G|{1}{G}{G}
Leaf Gilder|G|{1}{G}
Leaf-Crowned Elder|G|{2}{G}{G}
Leafcrown Dryad|G|{1}{G}
Leafdrake Roost|G,U|{3}{G}{U}
Leafkin Avenger|G,R|{2}{R}{G}
Leafkin Druid|G|{1}{G}
League Guildmage|R,U|{U}{R}
Leap|U|{U}
Leap of Faith|W|{2}{W}
Leap of Flame|R,U|{U}{R}
Leapfrog|U|{2}{U}
Leaping Lizard|G|{1}{G}{G}
Leaping Master|R,W|{1}{R}
Learn from the Past|U|{3}{U}
Learned Learner|U|{U}
Leashling||{6}
Leatherback Baloth|G|{G}{G}{G}
Leave // Chance|R,W|{1}{W}
Leave No Trace|W|{1}{W}
Leave in the Dust|U|{3}{U}
Ledev Champion|G,W|{1}{G}{W}
Ledev Guardian|W|{3}{W}
Leech Bonder|U|{2}{U}
Leeches|W|{1}{W}{W}
Leeching Bite|G|{1}{G}
Leeching Licid|B|{1}{B}
Leeching Sliver|B|{1}{B}
Leechridden Swamp|B|
Leering Emblem||{2}
Leering Gargoyle|U,W|{1}{W}{U}
Leery Fogbeast|G|{2}{G}
Legacy Weapon|B,G,R,U,W|{7}
Legacy's Allure|U|{U}{U}
Legerdemain|U|{2}{U}{U}
Legion Angel|W|{2}{W}{W}
Legion Conquistador|W|{2}{W}
Legion Guildmage|R,W|{R}{W}
Legion Lieutenant|B,W|{W}{B}
Legion Loyalist|R|{R}
Legion Warboss|R|{2}{R}
Legion's End|B|{1}{B}
Legion's Initiative|R,W|{R}{W}
Legion's Judgment|W|{2}{W}
Legion's Landing // Adanto, the First Fort|W|
Legions of Lim-Dûl|B|{1}{B}{B}
Lena, Selfless Champion|W|{4}{W}{W}
Lens of Clarity||{1}
Leonin Abunas|W|{3}{W}
Leonin Arbiter|W|{1}{W}
Leonin Armorguard|G,W|{2}{G}{W}
Leonin Battlemage|W|{3}{W}
Leonin Bladetrap||{3}
Leonin Bola||{1}
Leonin Den-Guard|W|{1}{W}
Leonin Elder|W|{W}
Leonin Iconoclast|W|{3}{W}
Leonin Relic-Warder|W|{W}{W}
Leonin Scimitar||{1}
Leonin Shikari|W|{1}{W}
Leonin Skyhunter|W|{W}{W}
Leonin Snarecaster|W|{1}{W}
Leonin Squire|W|{1}{W}
Leonin Sun Standard|W|{2}
Leonin Vanguard|W|{W}
Leonin Warleader|W|{2}{W}{W}
Leonin of the Lost Pride|W|{1}{W}
Leopard-Spotted Jiao|R|{1}{R}
Leovold's Operative|G|{2}{G}
Leovold, Emissary of Trest|B,G,U|{B}{G}{U}
Leshrac's Rite|B|{B}
Leshrac's Sigil|B|{B}{B}
Lesser Gargadon|R|{2}{R}{R}
Lesser Masticore||{2}
Lesser Werewolf|B|{3}{B}
Lethal Sting|B|{2}{B}
Lethal Vapors|B|{2}{B}{B}
Lethargy Trap|U|{3}{U}
Lethe Lake||
Letter Bomb||{6}
Leveler||{5}
Leviathan|U|{5}{U}{U}{U}{U}
Levitation|U|{2}{U}{U}
Lexivore|W|{3}{W}
Ley Druid|G|{2}{G}
Ley Line|G|{3}{G}
Ley Weaver|G|{3}{G}
Leyline Phantom|U|{4}{U}
Leyline Prowler|B,G|{1}{B}{G}
Leyline Tyrant|R|{2}{R}{R}
Leyline of Abundance|G|{2}{G}{G}
Leyline of Anticipation|U|{2}{U}{U}
Leyline of Combustion|R|{2}{R}{R}
Leyline of Lifeforce|G|{2}{G}{G}
Leyline of Lightning|R|{2}{R}{R}
Leyline of Punishment|R|{2}{R}{R}
Leyline of Sanctity|W|{2}{W}{W}
Leyline of Singularity|U|{2}{U}{U}
Leyline of Vitality|G|{2}{G}{G}
Leyline of the Meek|W|{2}{W}{W}
Leyline of the Void|B|{2}{B}{B}
Lhurgoyf|G|{2}{G}{G}
Liability|B|{1}{B}{B}
Liar's Pendulum||{1}
Liberate|W|{1}{W}
Liberated Dwarf|R|{R}
Liberating Combustion|R|{4}{R}
Library Larcenist|U|{2}{U}
Library of Alexandria||
Library of Lat-Nam|U|{4}{U}
Library of Leng||{1}
Lich|B|{B}{B}{B}{B}
Lich Lord of Unx|B,U|{1}{U}{B}
Lich's Caress|B|{3}{B}{B}
Lich's Mastery|B|{3}{B}{B}{B}
Lich's Mirror||{5}
Lich's Tomb||{4}
Lichenthrope|G|{3}{G}{G}
Licia, Sanguine Tribune|B,R,W|{5}{R}{W}{B}
Liege of the Axe|W|{3}{W}
Liege of the Hollows|G|{2}{G}{G}
Liege of the Pit|B|{5}{B}{B}{B}
Liege of the Tangle|G|{6}{G}{G}
Liesa, Shroud of Dusk|B,W|{2}{W}{W}{B}
Lieutenant Kirtar|W|{1}{W}{W}
Lieutenants of the Guard|W|{4}{W}
Life // Death|B,G|{G}
Life Burst|W|{1}{W}
Life Chisel||{4}
Life Goes On|G|{G}
Life Matrix||{4}
Life and Limb|G|{3}{G}
Life from the Loam|G|{1}{G}
Life's Finale|B|{4}{B}{B}
Life's Legacy|G|{1}{G}
Lifebane Zombie|B|{1}{B}{B}
Lifeblood|W|{2}{W}{W}
Lifeblood Hydra|G|{X}{G}{G}{G}
Lifecraft Awakening|G|{X}{G}
Lifecraft Cavalry|G|{4}{G}
Lifecrafter's Bestiary|G|{3}
Lifecrafter's Gift|G|{3}{G}
Lifeforce|G|{G}{G}
Lifegift|G|{2}{G}
Lifelace|G|{G}
Lifeline||{5}
Lifelink|W|{W}
Lifesmith|G|{1}{G}
Lifespark Spellbomb|G|{1}
Lifespinner|G|{3}{G}
Lifespring Druid|G|{2}{G}
Lifetap|U|{U}{U}
Lifted by Clouds|U|{2}{U}
Light Up the Stage|R|{2}{R}
Light from Within|W|{2}{W}{W}
Light of Day|W|{3}{W}
Light of Hope|W|{W}
Light of Promise|W|{2}{W}
Light of Sanction|W|{1}{W}{W}
Light of the Legion|W|{4}{W}{W}
Lightbringer|W|{2}{W}
Lightform|W|{1}{W}{W}
Lighthouse Chronologist|U|{1}{U}
Lightkeeper of Emeria|W|{3}{W}
Lightmine Field|W|{2}{W}{W}
Lightning Angel|R,U,W|{1}{U}{R}{W}
Lightning Axe|R|{R}
Lightning Berserker|R|{R}
Lightning Blast|R|{3}{R}
Lightning Blow|W|{1}{W}
Lightning Bolt|R|{R}
Lightning Cloud|R|{3}{R}
Lightning Coils||{3}
Lightning Colt|R|{3}{R}{R}
Lightning Crafter|R|{3}{R}
Lightning Dart|R|{1}{R}
Lightning Diadem|R|{5}{R}
Lightning Dragon|R|{2}{R}{R}
Lightning Elemental|R|{3}{R}
Lightning Greaves||{2}
Lightning Helix|R,W|{R}{W}
Lightning Hounds|R|{2}{R}{R}
Lightning Javelin|R|{3}{R}
Lightning Mare|R|{R}{R}
Lightning Mauler|R|{1}{R}
Lightning Phoenix|R|{2}{R}
Lightning Prowess|R|{2}{R}
Lightning Reaver|B,R|{3}{B}{R}
Lightning Reflexes|R|{1}{R}
Lightning Rift|R|{1}{R}
Lightning Runner|R|{3}{R}{R}
Lightning Serpent|R|{X}{R}
Lightning Shrieker|R|{4}{R}
